Time (s),Volume (m^3),Ar,He,Ne,N2,H2(1),O2(2),H(3),[O]O(4),OO(7),OH(D)(5),H2O(10),O2(S)(11),O(T)(6)
0.029568696397358697,0.08314359745919907,0.0,0.0,0.0,0.0,0.6699823956133631,0.3299737884311948,4.002008857180403e-11,1.906019379893656e-05,2.446019887671852e-08,3.09546272499671e-07,7.895036393606917e-06,3.0236155318759768e-06,2.0158846688513553e-09
0.030050210433347425,0.08314356831819421,0.0,0.0,0.0,0.0,0.6699818447092318,0.32997321540153046,4.06961787207231e-11,1.9368865624278875e-05,2.5267479706785226e-08,3.196133142533513e-07,8.285763472490189e-06,3.0867479674393455e-06,2.0580091184245053e-09
0.030531724469336153,0.0831435386561654,0.0,0.0,0.0,0.0,0.6699812811449203,0.3299726386988763,4.137348099470659e-11,1.967741371810478e-05,2.608839865226454e-08,3.2983646061514525e-07,8.689120906280955e-06,3.1472697780585255e-06,2.101090642873263e-09
0.03101323850532488,0.08314350846516164,0.0,0.0,0.0,0.0,0.669980704727118,0.32997205828830894,4.205198477851745e-11,1.9985833589850036e-05,2.6922981035396752e-08,3.402153220217765e-07,9.105304420509742e-06,3.205122670110119e-06,2.145157181591927e-09
0.031494752541313606,0.08314347773725343,0.0,0.0,0.0,0.0,0.6699801152629947,0.32997147411875505,4.2731677813282184e-11,2.029412065924374e-05,2.7771251826228013e-08,3.5074949635260744e-07,9.534509311132579e-06,3.26026481181528e-06,2.190236356661534e-09
0.031976266577302334,0.08314344646453369,0.0,0.0,0.0,0.0,0.669979512560218,0.3299708861232624,4.34125456027556e-11,2.0602270255760903e-05,2.863323558263762e-08,3.6143856868172667e-07,9.976930429124594e-06,3.312670569429594e-06,2.23635547050132e-09
0.03245778061329106,0.08314341463911815,0.0,0.0,0.0,0.0,0.6699788964269684,0.32997029421943364,4.409457711190597e-11,2.0910277617922525e-05,2.9508956442978745e-08,3.722821110430827e-07,1.043276216476837e-05,3.3623300831206572e-06,2.283541508472535e-09
0.03293929464927979,0.0831433822531463,0.0,0.0,0.0,0.0,0.6699782666719555,0.32996969831000567,4.477776014663168e-11,2.1218137892641593e-05,3.039843810533569e-08,3.832796822160358e-07,1.0902198431636243e-05,3.409248695930688e-06,2.3318211340091763e-09
0.03342080868526852,0.08314334929878192,0.0,0.0,0.0,0.0,0.6699776231044352,0.329969098283568,4.546207781630429e-11,2.1525846134881824e-05,3.1301703737413264e-08,3.944308274763659e-07,1.1385432650254724e-05,3.4534462439905516e-06,2.3812206934566486e-09
0.03390232272125725,0.08314331576821388,0.0,0.0,0.0,0.0,0.6699769655342276,0.3299684940154036,4.614751833104904e-11,2.1833397307058007e-05,3.221877597290598e-08,4.0573507836158854e-07,1.1882657731475904e-05,3.4949562251766025e-06,2.431766206169821e-09
0.034383836757245975,0.0831432816536568,0.0,0.0,0.0,0.0,0.6699762937717325,0.32996788536843824,4.683407057065183e-11,2.2140786278389123e-05,3.3149676926295126e-08,4.171919524504521e-07,1.2394066059537232e-05,3.53382485865442e-06,2.4834833750390355e-09
0.0348653507932347,0.08314324694735198,0.0,0.0,0.0,0.0,0.6699756076279487,0.32996727219427985,4.75217146600493e-11,2.2448007824772632e-05,3.409442805936388e-08,4.2880095314045065e-07,1.2919849474809503e-05,3.570110054434251e-06,2.536397566952778e-09
0.03534686482922343,0.08314321164156774,0.0,0.0,0.0,0.0,0.6699749069144909,0.3299666543343338,4.8210437119792226e-11,2.275505662839826e-05,3.5053050163029377e-08,4.405615693839419e-07,1.3460199256236065e-05,3.603880307756529e-06,2.5905338363107173e-09
0.03582837886521216,0.08314317572860071,0.0,0.0,0.0,0.0,0.6699741914436081,0.32996603162097304,4.890022952619574e-11,2.306192727693477e-05,3.6025563443382894e-08,4.524732755067333e-07,1.401530610350662e-05,3.635213538402019e-06,2.6459168840427576e-09
0.03630989290120089,0.08314313920077619,0.0,0.0,0.0,0.0,0.6699734610282023,0.3299654038787477,4.9591068684425805e-11,2.3368614263746358e-05,3.701198733753458e-08,4.6453553094572736e-07,1.4585360118862253e-05,3.6641958905223116e-06,2.702571113088438e-09
0.036791406937189616,0.08314310205044903,0.0,0.0,0.0,0.0,0.6699727154818468,0.32996477092561327,5.028293739898487e-11,2.3675111987715877e-05,3.801234043676674e-08,4.767477800646838e-07,1.5170550788661171e-05,3.690920513820315e-06,2.7605205366590537e-09
0.037272920973178345,0.08314306427000456,0.0,0.0,0.0,0.0,0.6699719546188059,0.3299641325741639,5.097583225788395e-11,2.3981414752332535e-05,3.902664069869959e-08,4.891094518502236e-07,1.577106696460633e-05,3.7154863402054456e-06,2.819788911591891e-09
0.03775443500916707,0.08314302585185937,0.0,0.0,0.0,0.0,0.6699711782540536,0.32996348863285,5.166972727731823e-11,2.4287516765865542e-05,4.0054905219771436e-08,5.016199598600582e-07,1.63870968447498e-05,3.7379968766086073e-06,2.880399522402521e-09
0.0382359490451558,0.08314298678846178,0.0,0.0,0.0,0.0,0.6699703862032931,0.32996283890716793,5.23645977348292e-11,2.4593412142220833e-05,4.109715001942027e-08,5.142787017372348e-07,1.701882795400138e-05,3.7585590240715534e-06,2.9423755126024334e-09
0.03871746308114453,0.08314294707229312,0.0,0.0,0.0,0.0,0.6699695782829767,0.32996218320080356,5.30604480492415e-11,2.489909489887871e-05,4.215339043908033e-08,5.270850593870231e-07,1.766644712473547e-05,3.7772819452300294e-06,3.0057393470518685e-09
0.03919897711713326,0.08314290669586848,0.0,0.0,0.0,0.0,0.669968754310327,0.3299615213167257,5.375725198928803e-11,2.5204558958175082e-05,4.3223640939025405e-08,5.400383981766888e-07,1.8330140476559034e-05,3.7942759807670416e-06,3.0705136676684343e-09
0.03963233974952311,0.08314286978640872,0.0,0.0,0.0,0.0,0.6699679988597669,0.3299609201765014,5.438516100027739e-11,2.5479284525754168e-05,4.419885581881312e-08,5.518215347298327e-07,1.8941361155804834e-05,3.8081837542257186e-06,3.1300346228641514e-09
0.04006570238191297,0.08314283233069916,0.0,0.0,0.0,0.0,0.6699672301272862,0.3299603137303891,5.501382088252128e-11,2.5753823384023403e-05,4.5185438497765805e-08,5.637227133335433e-07,1.9565886721049997e-05,3.820860705354051e-06,3.190731187435576e-09
0.040499065014302824,0.08314279432335644,0.0,0.0,0.0,0.0,0.6699664479813199,0.3299597018371282,5.564321186389855e-11,2.6028170904199727e-05,4.618339739861502e-08,5.757414368182408e-07,2.020385129186249e-05,3.8323858962322205e-06,3.252618901053164e-09
0.04093242764669268,0.08314275575902157,0.0,0.0,0.0,0.0,0.6699656522908598,0.3299590843572573,5.627331485538428e-11,2.63023223952627e-05,4.719273999479875e-08,5.87877197292694e-07,2.085538846877041e-05,3.842836917455239e-06,3.3157134240612325e-09
0.041365790279082534,0.08314271663236018,0.0,0.0,0.0,0.0,0.6699648429254655,0.3299584611535368,5.690412446409262e-11,2.6576273103983927e-05,4.821347308087573e-08,6.001294756318552e-07,2.15206313209391e-05,3.852289472646253e-06,3.3800298661950593e-09
0.04179915291147239,0.08314267693806324,0.0,0.0,0.0,0.0,0.6699640197552793,0.32995783209130697,5.7535621859527357e-11,2.6850018214879172e-05,4.924560275587919e-08,6.124977412475411e-07,2.2199712373671095e-05,3.860817026366021e-06,3.445582697536864e-09
0.042232515543862245,0.0831426366708473,0.0,0.0,0.0,0.0,0.6699631826510365,0.32995719703879695,5.8167792240568876e-11,2.7123552850481406e-05,5.028913424102071e-08,6.24981452015447e-07,2.289276359543458e-05,3.8684905011836194e-06,3.5123863233458234e-09
0.0426658781762521,0.08314259582545555,0.0,0.0,0.0,0.0,0.6699623314840817,0.3299565558673847,5.880062683231904e-11,2.739687207139551e-05,5.134407193083987e-08,6.375800542872259e-07,2.35999163846481e-05,3.875378024765196e-06,3.5804551304659706e-09
0.043099240808641956,0.08314255439665778,0.0,0.0,0.0,0.0,0.6699614661263785,0.3299559084518403,5.943410493652818e-11,2.7669970876707485e-05,5.2410419447991135e-08,6.502929826113015e-07,2.432130155664049e-05,3.881544692095795e-06,3.6498033568614352e-09
0.04353260344103181,0.0831425123792512,0.0,0.0,0.0,0.0,0.6699605864505251,0.3299552546704738,6.006820643130562e-11,2.79428442043108e-05,5.348817945812748e-08,6.631196599808879e-07,2.5057049330554833e-05,3.887052424512837e-06,3.720444718050794e-09
0.04396596607342167,0.08314246976806125,0.0,0.0,0.0,0.0,0.6699596923297658,0.3299545944052879,6.07029345283033e-11,2.821548693051646e-05,5.457735374588837e-08,6.760594977392176e-07,2.58072893161559e-05,3.891959824355982e-06,3.792392550784817e-09
0.04439932870581152,0.08314242655794148,0.0,0.0,0.0,0.0,0.6699587836380058,0.3299539275420163,6.1338268772237e-11,2.8487893870587436e-05,5.567794325687659e-08,6.891118950655231e-07,2.657215050039062e-05,3.8963221418106e-06,3.865660086261952e-09
0.04483269133820138,0.08314238274377467,0.0,0.0,0.0,0.0,0.6699578602498235,0.32995325397020847,6.197416824215625e-11,2.8760059780085713e-05,5.678994783105431e-08,7.022762388185561e-07,2.7351761233718347e-05,3.900191196852737e-06,3.94026031341927e-09
0.04526605397059123,0.08314233832047313,0.0,0.0,0.0,0.0,0.6699569220404846,0.3299525735832091,6.261063918169745e-11,2.9031979354400247e-05,5.7913366396858733e-08,7.15551903694209e-07,2.8146249216004033e-05,3.903615407047674e-06,4.016205858672938e-09
0.04569941660298109,0.0831422932829796,0.0,0.0,0.0,0.0,0.6699559688859573,0.3299518862781766,6.324769483465422e-11,2.930364722755094e-05,5.904819717379241e-08,7.289382525489839e-07,2.895574148302566e-05,3.906639776131261e-06,4.093509144870609e-09
0.046132779235370944,0.08314224762626718,0.0,0.0,0.0,0.0,0.6699550006629237,0.3299511919559902,6.388525061902871e-11,2.957505797545926e-05,6.019443687699435e-08,7.42434636080214e-07,2.9780364392615518e-05,3.909305991663104e-06,4.172182271144526e-09
0.0465661418677608,0.0831422013453404,0.0,0.0,0.0,0.0,0.6699540172487944,0.3299504905211638,6.452330162284328e-11,2.9846206116812435e-05,6.135208112647821e-08,7.5604039162058e-07,3.0620243610214176e-05,3.9116525185309966e-06,4.252237087139846e-09
0.046999504500150655,0.08314215443523568,0.0,0.0,0.0,0.0,0.6699530185217235,0.3299497818817776,6.516195407721023e-11,3.011708610670728e-05,6.252112547065577e-08,7.697548449899377e-07,3.147550409572827e-05,3.9137146770584335e-06,4.333685073755678e-09
0.04743286713254051,0.08314210689102236,0.0,0.0,0.0,0.0,0.6699520043606219,0.3299490659493683,6.580102220034284e-11,3.0387692344960343e-05,6.370156335200368e-08,7.835773097856947e-07,3.234627008842729e-05,3.915524755229088e-06,4.416537543639752e-09
0.047866229764930365,0.08314205870780164,0.0,0.0,0.0,0.0,0.6699509746451706,0.32994834263878814,6.644055429120355e-11,3.0658019176291214e-05,6.489338685883752e-08,7.975070858045542e-07,3.3232665092688276e-05,3.917112156322056e-06,4.50080558471238e-09
0.04829959239732022,0.08314200988070963,0.0,0.0,0.0,0.0,0.6699499292558375,0.3299476118680574,6.708058365452997e-11,3.092806088639405e-05,6.609658805013289e-08,8.115434596513729e-07,3.41348118626955e-05,3.918503556821613e-06,4.586499841418472e-09
0.048732955029710076,0.08314196040491553,0.0,0.0,0.0,0.0,0.6699488680738891,0.32994687355820945,6.772099660312197e-11,3.119781170419478e-05,6.731115726266731e-08,8.256857065572488e-07,3.5052832389263164e-05,3.919723065505608e-06,4.673630615417212e-09
0.04916631766209993,0.083141910275624,0.0,0.0,0.0,0.0,0.6699477909814062,0.3299461276331504,6.836181401876484e-11,3.146726580288457e-05,6.853708270654334e-08,8.399330905640915e-07,3.598684788504049e-05,3.920792371945291e-06,4.762207837001022e-09
0.04959968029448979,0.08314185948807518,0.0,0.0,0.0,0.0,0.6699466978612967,0.329945374019496,6.900316861491184e-11,3.1736417295048995e-05,6.9774353293953e-08,8.542848614933703e-07,3.693697877169553e-05,3.9217309181081015e-06,4.852241419745619e-09
0.05003304292687964,0.08314180803754428,0.0,0.0,0.0,0.0,0.6699455885973107,0.32994461264641384,6.964477334036713e-11,3.2005260246036895e-05,7.102295574325248e-08,8.687402537264558e-07,3.790334466293041e-05,3.922556055353706e-06,4.943740866381993e-09
0.0504664055592695,0.08314175591934354,0.0,0.0,0.0,0.0,0.669944463074056,0.3299438434454693,7.028674789337043e-11,3.227378866945385e-05,7.228287446035331e-08,8.832984899391322e-07,3.8886064347884124e-05,3.92328321007159e-06,5.0367151345168234e-09
0.05085643192842037,0.08314170843826134,0.0,0.0,0.0,0.0,0.6699434361067862,0.3299431444170482,7.086489476962837e-11,3.2515190334613924e-05,7.342646416915841e-08,8.964881818094321e-07,3.978459206056078e-05,3.923865201544808e-06,5.121660196236489e-09
0.05124645829757124,0.08314166040923486,0.0,0.0,0.0,0.0,0.6699423957938678,0.32994243894762176,7.144319959791239e-11,3.275632789412419e-05,7.457919550924124e-08,9.097599533314732e-07,4.069654729272858e-05,3.924387758704854e-06,5.207813302534067e-09
0.05163648466672211,0.08314161182892502,0.0,0.0,0.0,0.0,0.6699413420530199,0.32994172699168406,7.202181547217852e-11,3.299719686937608e-05,7.574105402841027e-08,9.23113214551418e-07,4.162201487456717e-05,3.924858757356357e-06,5.295180589077919e-09
0.05202651103587298,0.08314156269401911,0.0,0.0,0.0,0.0,0.6699402748025599,0.32994100850494434,7.260071943011963e-11,3.323779274961277e-05,7.691202624198415e-08,9.365473624316068e-07,4.256107905896475e-05,3.925285184963019e-06,5.383767752145947e-09
0.05237753476810877,0.08314151799570497,0.0,0.0,0.0,0.0,0.6699393026594062,0.32994035624735407,7.31218235961562e-11,3.345409179329004e-05,7.797368110705644e-08,9.487067477214271e-07,4.34179310829238e-05,3.9256359841056126e-06,5.464543633242269e-09
0.05272855850034455,0.08314147284312556,0.0,0.0,0.0,0.0,0.6699383194491111,0.3299396986341264,7.364307797402892e-11,3.367016262027343e-05,7.904269345541628e-08,9.609307049495057e-07,4.428592471282286e-05,3.925959692697706e-06,5.546315986493232e-09
0.05307958223258034,0.08314142723391933,0.0,0.0,0.0,0.0,0.6699373251134092,0.3299390356352027,7.416467510458367e-11,3.388600187265893e-05,8.011905196725483e-08,9.732187774990816e-07,4.51651201330338e-05,3.926259872803648e-06,5.629088651543934e-09
0.05343060596481612,0.0831413811657421,0.0,0.0,0.0,0.0,0.6699363195944475,0.32993836722114545,7.468631984152783e-11,3.410160617193024e-05,8.120274373143983e-08,9.855705045928168e-07,4.605557712881457e-05,3.926539689415128e-06,5.712865089845808e-09
0.05378162969705191,0.08314133463626809,0.0,0.0,0.0,0.0,0.6699353028347917,0.3299376933631012,7.520799403778761e-11,3.4316972123303156e-05,8.22937539281723e-08,9.979854189783521e-07,4.69573550807295e-05,3.926801947121269e-06,5.7976486603067214e-09
0.05413265342928769,0.0831412876431895,0.0,0.0,0.0,0.0,0.669934274777435,0.32993701403277814,7.57299652364751e-11,3.453209631114291e-05,8.339206943528303e-08,1.0104630444877674e-06,4.787051295436003e-05,3.927049120106259e-06,5.883442878047713e-09
0.054483677161523476,0.08314124018421598,0.0,0.0,0.0,0.0,0.669933235365801,0.3299363292024109,7.625200846713494e-11,3.474697529874306e-05,8.449767564029652e-08,1.0230029025573364e-06,4.879510929808779e-05,3.927283388627275e-06,5.9702510729576225e-09
0.05483470089375926,0.08314119225707631,0.0,0.0,0.0,0.0,0.6699321845437474,0.3299356388447244,7.677408429541555e-11,3.496160563017483e-05,8.561055625556858e-08,1.0356045101395986e-06,4.9731202240823916e-05,3.927506675368274e-06,6.058076148615205e-09
0.055185724625995046,0.08314114385951765,0.0,0.0,0.0,0.0,0.6699311222555726,0.32993494293291425,7.729632686285382e-11,3.517598382993075e-05,8.673069538922369e-08,1.0482673766578253e-06,5.0678849482131405e-05,3.927720670365482e-06,6.146920948295833e-09
0.05553674835823083,0.08314109498930652,0.0,0.0,0.0,0.0,0.669930048446019,0.32993424144063704,7.78186999336944e-11,3.539010640223821e-05,8.78580771711458e-08,1.0609910051062482e-06,5.16381082924061e-05,3.927926840622027e-06,6.236787995927529e-09
0.055887772090466616,0.08314104564422713,0.0,0.0,0.0,0.0,0.6699289630602792,0.32993353434198114,7.834099913010673e-11,3.560396983817905e-05,8.899268309412624e-08,1.0737748939961108e-06,5.260903550268293e-05,3.9281264590835124e-06,6.327679956828034e-09
0.0562387958227024,0.08314099582208384,0.0,0.0,0.0,0.0,0.6699278660440042,0.32993282161143933,7.886341528332066e-11,3.58175706089567e-05,9.013449504696587e-08,1.086618535520942e-06,5.3591687498403797e-05,3.92832063985962e-06,6.41959945869622e-09
0.056589819554938185,0.0831409455207058,0.0,0.0,0.0,0.0,0.669926757343363,0.32993210322393146,7.93859204702904e-11,3.60309051629672e-05,9.128349491599997e-08,1.0995214162725203e-06,5.45861201610356e-05,3.928510347493966e-06,6.512548726950598e-09
0.05694084328717397,0.08314089473792902,0.0,0.0,0.0,0.0,0.6699256369049151,0.32993137915470605,7.990844001775877e-11,3.6243969935229334e-05,9.243966292056888e-08,1.1124830194188062e-06,5.5592388991886336e-05,3.9286964251179275e-06,6.606529771567589e-09
0.057291867019409755,0.08314084347162042,0.0,0.0,0.0,0.0,0.6699245046756841,0.3299306493793737,8.043098645685837e-11,3.645676134526491e-05,9.360297879664548e-08,1.1255028211681488e-06,5.6610549039941503e-05,3.92887959926725e-06,6.701544516801485e-09
0.05764289075164554,0.08314079171963791,0.0,0.0,0.0,0.0,0.6699233606032463,0.32992991387397996,8.095355306604443e-11,3.6669275792391356e-05,9.477342189740575e-08,1.1385802914393094e-06,5.764065481461514e-05,3.929060455167584e-06,6.797594784526751e-09
0.057993914483881324,0.08314073947994238,0.0,0.0,0.0,0.0,0.6699222046355641,0.3299291726147859,8.147611838589362e-11,3.688150966570312e-05,9.595097041063859e-08,1.1517148948069807e-06,5.8682760448666146e-05,3.929239564953939e-06,6.89468222367179e-09
0.05834493821611711,0.0831406867504115,0.0,0.0,0.0,0.0,0.6699210367211239,0.32992842557846813,8.1998672056511e-11,3.7093459336011175e-05,9.713560199533343e-08,1.164906090732814e-06,5.973691956290276e-05,3.929417362727355e-06,6.992808345427601e-09
0.058695961948352894,0.08314063352902473,0.0,0.0,0.0,0.0,0.669919856808797,0.32992767274192875,8.252120993700789e-11,3.7305121163099454e-05,9.832729368971112e-08,1.1781533335588787e-06,6.080318540190428e-05,3.929594259334197e-06,7.09197450539327e-09
0.05904698568058868,0.0831405798136918,0.0,0.0,0.0,0.0,0.6699186648480986,0.32992691408249375,8.304371697298266e-11,3.751649148596351e-05,9.95260219859307e-08,1.1914560710825287e-06,6.188161058052249e-05,3.929770581466839e-06,7.192181809437502e-09
0.059398009412824464,0.08314052560245773,0.0,0.0,0.0,0.0,0.6699174607889976,0.3299261495777639,8.356617110601727e-11,3.77275666324174e-05,1.0073176230037543e-07,1.2048137455461707e-06,6.297224726951699e-05,3.9299466181375156e-06,7.29343129369957e-09
0.05974903314506025,0.08314047089327167,0.0,0.0,0.0,0.0,0.6699162445820558,0.3299253792057451,8.408856823525014e-11,3.793834291110945e-05,1.0194448929642424e-07,1.2182257950612048e-06,6.407514705902614e-05,3.930122565479195e-06,7.395723660110789e-09
0.06010005687729603,0.08314041568421504,0.0,0.0,0.0,0.0,0.6699150161782849,0.32992460294468834,8.461090661281332e-11,3.814881662038642e-05,1.0316417721222554e-07,1.2316916512644328e-06,6.519036109797279e-05,3.93029860946639e-06,7.499059641647001e-09
0.06045108060953182,0.08314035997331425,0.0,0.0,0.0,0.0,0.6699137755291902,0.32992382077310883,8.513316236938706e-11,3.835898404730818e-05,1.043907993692551e-07,1.2452107407088426e-06,6.631794005122569e-05,3.93047492835536e-06,7.603439835161242e-09
0.0608021043417676,0.08314030375864799,0.0,0.0,0.0,0.0,0.6699125225867963,0.32992303266984174,8.565530980627838e-11,3.8568841466672865e-05,1.0562432810406907e-07,1.258782484920552e-06,6.7457934073637e-05,3.930651651738875e-06,7.708864622663177e-09
0.06115312807400339,0.08314024703830919,0.0,0.0,0.0,0.0,0.6699112573036619,0.3299222386140007,8.617735724771421e-11,3.877838514075463e-05,1.0686473526927744e-07,1.272406299833837e-06,6.861039279536756e-05,3.930828908394537e-06,7.81533415463911e-09
0.06150415180623917,0.08314018981041499,0.0,0.0,0.0,0.0,0.6699099796328815,0.3299214385850445,8.669930587168848e-11,3.898761131928993e-05,1.0811199220168465e-07,1.2860815959617177e-06,6.977536532053108e-05,3.931006761414314e-06,7.922848413891706e-09
0.06185517553847496,0.08314013207310432,0.0,0.0,0.0,0.0,0.6699086895280868,0.3299206325626972,8.722109920887001e-11,3.9196516242026173e-05,1.0936606895984403e-07,1.2998077789751673e-06,7.095290022467675e-05,3.9311852863012176e-06,8.031407214027514e-09
0.06220619927071074,0.08314007382454563,0.0,0.0,0.0,0.0,0.6699073869435145,0.32991982052699337,8.774275311597806e-11,3.940509613726074e-05,1.1062693494142817e-07,1.3135842482938392e-06,7.21430454879845e-05,3.931364561011224e-06,8.141010247631129e-09
0.06255722300294653,0.08314001506289362,0.0,0.0,0.0,0.0,0.6699060718339175,0.32991900245827865,8.82642572418129e-11,3.9613347222225685e-05,1.1189455916203712e-07,1.3274103992679704e-06,7.334584858194386e-05,3.9315446207700165e-06,8.251657035307685e-09
0.0629082467351823,0.08313995578640954,0.0,0.0,0.0,0.0,0.6699047441545043,0.3299181783371181,8.878558601217313e-11,3.9821265708886375e-05,1.1316890942943071e-07,1.3412856220837033e-06,7.456135652948884e-05,3.931725514165218e-06,8.363347000957132e-09
0.06325927046741808,0.08313989599328728,0.0,0.0,0.0,0.0,0.6699034038610701,0.329917348144413,8.930672976599667e-11,4.002884779894262e-05,1.1444995281023885e-07,1.3552093019820364e-06,7.578961577475951e-05,3.9319072571887934e-06,8.476079286982162e-09
0.06361029419965386,0.08313983568179503,0.0,0.0,0.0,0.0,0.6699020509099713,0.3299165118613381,8.982768370550603e-11,4.023608968570432e-05,1.1573765583058404e-07,1.3691808184511181e-06,7.703067220836409e-05,3.93208988035104e-06,8.589853004351224e-09
0.06396131793188964,0.08313977485020158,0.0,0.0,0.0,0.0,0.6699006852581444,0.32991566946939255,9.034843023190102e-11,4.044298755397428e-05,1.1703198415705484e-07,1.3831995462826513e-06,7.82845711486145e-05,3.932273388328406e-06,8.70466687059207e-09
0.06431234166412542,0.08313971349682908,0.0,0.0,0.0,0.0,0.6698993068629793,0.32991482095029956,9.086895111061239e-11,4.064953758375367e-05,1.183329024456398e-07,1.397264856143112e-06,7.955135746542476e-05,3.932457793598735e-06,8.820519637453311e-09
0.0646633653963612,0.083139651619947,0.0,0.0,0.0,0.0,0.6698979156826055,0.3299139662861659,9.138923780758572e-11,4.085573594513832e-05,1.1964037486980764e-07,1.4113761122742272e-06,8.083107529774479e-05,3.932643104025335e-06,8.937409882314352e-09
0.06501438912859697,0.08313958921796982,0.0,0.0,0.0,0.0,0.6698965116756719,0.3299131054593649,9.19092829043994e-11,4.106157880332431e-05,1.209543647771978e-07,1.4255326740769617e-06,8.212376827139325e-05,3.932829326222872e-06,9.055335954488599e-09
0.06536541286083275,0.08313952628920562,0.0,0.0,0.0,0.0,0.6698950948015038,0.3299122384526299,9.242906463769112e-11,4.1267062314869786e-05,1.2227483447727475e-07,1.439733897424535e-06,8.342947934233995e-05,3.933016452710132e-06,9.174295988294609e-09
0.06571643659306853,0.08313946283211951,0.0,0.0,0.0,0.0,0.6698936650199067,0.3299113652489298,9.294856387921444e-11,4.1472182634506746e-05,1.2360174546345678e-07,1.453979132928201e-06,8.474825099133806e-05,3.933204484040999e-06,9.294287972992303e-09
0.0660674603253043,0.08313939884507378,0.0,0.0,0.0,0.0,0.6698922222913406,0.3299104858315847,9.346778251815378e-11,4.167693591004828e-05,1.2493505872709589e-07,1.4682677266689312e-06,8.60801250496505e-05,3.933393403490618e-06,9.415309688057245e-09
0.06641848405754008,0.08313933432657417,0.0,0.0,0.0,0.0,0.6698907665767745,0.32990960018414667,9.398671163894081e-11,4.1881318287913076e-05,1.2627473443503456e-07,1.4825990195939928e-06,8.742514284541206e-05,3.93358321899931e-06,9.537358911745958e-09
0.06676950778977586,0.08313926927505068,0.0,0.0,0.0,0.0,0.6698892978379015,0.3299087082905612,9.450530939747488e-11,4.208532590954532e-05,1.2762073151814922e-07,1.4969723484034508e-06,8.878334498661411e-05,3.933773913619498e-06,9.660433094185573e-09
0.06712053152201164,0.08313920368899323,0.0,0.0,0.0,0.0,0.6698878160369794,0.3299078101350563,9.502357965669973e-11,4.228895491364624e-05,1.2897300857586245e-07,1.5113870452626566e-06,9.015477152187483e-05,3.933965473074486e-06,9.784529501009182e-09
0.06747155525424742,0.08313913756697659,0.0,0.0,0.0,0.0,0.6698863211367658,0.3299069057021043,9.554152181121009e-11,4.249220143757094e-05,1.3033152325787012e-07,1.5258424386024588e-06,9.153946200322552e-05,3.934157891237358e-06,9.909645423408093e-09
0.0678225789864832,0.08313907090750863,0.0,0.0,0.0,0.0,0.6698848131006644,0.32990599497650935,9.605910607686966e-11,4.269506161719536e-05,1.3169623228684062e-07,1.540337852263885e-06,9.293745534039355e-05,3.934351155902865e-06,1.003577774892189e-08
0.06817360271871897,0.0831390037091774,0.0,0.0,0.0,0.0,0.6698832918926952,0.32990507794338114,9.657631373053769e-11,4.289753158843627e-05,1.330670916063364e-07,1.5548726049937444e-06,9.434878982942784e-05,3.934545259819337e-06,1.0162923523382171e-08
0.06852462645095475,0.08313893597059856,0.0,0.0,0.0,0.0,0.669881757477443,0.32990415458811573,9.7093146013968e-11,4.309960748608052e-05,1.3444405640772262e-07,1.5694460121286639e-06,9.577350320625095e-05,3.934740192808329e-06,1.0291079312604424e-08
0.06887565018319053,0.08313886769030845,0.0,0.0,0.0,0.0,0.6698802098203107,0.3299032248965304,9.760958448610107e-11,4.330128544314018e-05,1.3582708139319065e-07,1.5840573838183853e-06,9.721163239091897e-05,3.934935936953693e-06,1.0420241413634574e-08
0.0692266739154263,0.08313879886708543,0.0,0.0,0.0,0.0,0.6698786488870858,0.3299022888546259,9.812560788208956e-11,4.350256159547922e-05,1.3721611983325398e-07,1.5987060278986744e-06,9.866321392117706e-05,3.935132480992285e-06,1.0550406224997002e-08
0.06957769764766208,0.0831387294994975,0.0,0.0,0.0,0.0,0.6698770746443278,0.32990134644879116,9.864120849349013e-11,4.370343208043006e-05,1.3861112448559014e-07,1.6133912466186948e-06,0.00010012828356494691,3.93532981303312e-06,1.0681570021348499e-08
0.06992872137989786,0.08313865958632441,0.0,0.0,0.0,0.0,0.6698754870591742,0.3299003976656999,9.915638132846078e-11,4.390389303727339e-05,1.400120476003708e-07,1.6281123380132963e-06,0.00010160687651367385,3.935527924801619e-06,1.0813728802942559e-08
0.07027974511213364,0.08313858912622296,0.0,0.0,0.0,0.0,0.6698738860995239,0.3298994424924183,9.96711005534572e-11,4.410394060676525e-05,1.414188403031452e-07,1.6428685972280502e-06,0.00010309902719949572,3.935726796908298e-06,1.0946878405098177e-08
0.07063076884436942,0.08313851811802093,0.0,0.0,0.0,0.0,0.6698722717338128,0.3298984809162662,1.0018534264450131e-10,4.4303570933968464e-05,1.428314526314211e-07,1.6576593161069977e-06,0.00010460476951824759,3.935926422714282e-06,1.1081014331310048e-08
0.0709817925766052,0.08313844656044386,0.0,0.0,0.0,0.0,0.6698706439311622,0.3298975129249163,1.0069912056614389e-10,4.450278016684823e-05,1.442498343624298e-07,1.6724837820524228e-06,0.00010612413668078881,3.936126784891938e-06,1.12161320564019e-08
0.07133281630884097,0.08313837445234064,0.0,0.0,0.0,0.0,0.6698690026614122,0.329896538506401,1.0121240425590683e-10,4.4701564459009736e-05,1.4567393432034054e-07,1.6873412784739145e-06,0.0001076571611799322,3.936327862801785e-06,1.1352227025048745e-08
